iter	Logloss
879	0.3325391791
880	0.3324986616
881	0.3324746226
882	0.332440683
883	0.3324151681
884	0.3323803288
885	0.3323227298
886	0.3322959768
887	0.3322605922
888	0.3322262429
889	0.3321894997
890	0.3321624058
891	0.3321236398
892	0.3320788215
893	0.332040026
894	0.3319708935
895	0.3319196172
896	0.3318672923
897	0.3318314928
898	0.3318062676
899	0.3317728829
900	0.3317398106
901	0.3317002431
902	0.3316541393
903	0.3316282594
904	0.3315881292
905	0.3315496532
906	0.3315128372
907	0.331479072
908	0.3314271864
909	0.3313655121
910	0.3313409863
911	0.3313146006
912	0.331285395
913	0.3312288528
914	0.3311826031
915	0.3311539264
916	0.3311095212
917	0.3310632183
918	0.3310168862
919	0.3309741434
920	0.3309090624
921	0.3308654872
922	0.3308385223
923	0.3308104904
924	0.330765321
925	0.3307008934
926	0.3306659421
927	0.3306245361
928	0.3305666533
929	0.3305152235
930	0.3304899223
931	0.3304557178
932	0.3304213698
933	0.3303936906
934	0.3303511208
935	0.330325776
936	0.3302747195
937	0.3302503897
938	0.3302032751
939	0.330163694
940	0.3300860179
941	0.3300428527
942	0.3299515538
943	0.3299172868
944	0.3298770368
945	0.3298374734
946	0.3298149079
947	0.329777568
948	0.3297446185
949	0.3297017325
950	0.3296661398
951	0.3296379422
952	0.3295783455
953	0.329547927
954	0.3295245058
955	0.3294818166
956	0.3294447823
957	0.3294081393
958	0.3293891233
959	0.3293552313
960	0.329337506
961	0.3293067112
962	0.3292827767
963	0.3292554431
964	0.3292043421
965	0.3291718222
966	0.329134818
967	0.3290895477
968	0.329057163
969	0.3290249953
970	0.3290091744
971	0.3289783735
972	0.3289592225
973	0.3289186613
974	0.3288595894
975	0.3288266001
976	0.3287958898
977	0.3287579797
978	0.3287317643
979	0.3287109849
980	0.3286892943
981	0.328650365
982	0.3286154363
983	0.3285769708
984	0.3285390967
985	0.3284971169
986	0.3284661298
987	0.3284091194
988	0.3283716658
989	0.3283381382
990	0.3283075223
991	0.3282747236
992	0.3282542871
993	0.3282279913
994	0.3281844539
995	0.3281529145
996	0.3281334296
997	0.3280780833
998	0.3280385407
999	0.3280075239
